"Name","Country","Province","Population","Longitude","Latitude"
"Oskemen","KAZ","Shyghys Qazaqstan",326300,0.0,0.0
"Oslo","N","Oslo",449337,10.7333,59.9333
"Osmaniye","TR","Adana",138000,0.0,0.0
"Osnabruck","D","Niedersachsen",168050,0.0,0.0
"Ostersund","S","Jamtland",56662,14.3,63.2
"Ostrava","CZ","Severomoravsky",332000,0.0,0.0
"Ostroleka","PL","Ostroleckie",0,0.0,0.0
"Otsu","J","Shiga",0,0.0,0.0
"Ottawa","CDN","Ontario",313987,-75.5,45.3
"Ouagadougou","BF","Burkina Faso",0,-2.0,12.0
"Oujda","MA","Morocco",678778,0.0,0.0
"Oulu","SF","Oulu",97898,25.2,65.3
"Overland Park","USA","Kansas",111790,0.0,0.0
"Oviedo","E","Asturias",201712,0.0,0.0
"Owo","WAN","Nigeria",162000,0.0,0.0
"Oxford","GB","Oxfordshire",132000,0.0,0.0
"Oxnard","USA","California",142560,-119.183,34.2
"Oyo","WAN","Nigeria",226000,0.0,0.0
"Pabna","BD","Bangladesh",112000,0.0,0.0
"Pachuca","MEX","Hidalgo",174013,0.0,0.0
"Pachuca de Soto","MEX","Hidalgo",83892,-98.4,20.1
"Padang","RI","Indonesia",631543,0.0,0.0
"Paderborn","D","Nordrhein Westfalen",131513,0.0,0.0
"Padova","I","Veneto",218186,0.0,0.0
"Pago Pago","AMSA","American Samoa",0,-170.42,-14.16
"Palangkaraya","RI","Indonesia",112562,0.0,0.0
"Palembang","RI","Indonesia",1144279,104.767,-3.0
"Palermo","I","Sicilia",734238,13.2,38.1
"Palikir","FSM","Micronesia",6444,158.15,6.9
"Palma de Mallorca","E","Balearic Islands",322008,0.0,0.0
"Palmas","BR","Tocantins",0,0.0,0.0
"Palmdale","USA","California",70262,-118.1,34.6333
"Palmira","CO","Valle de Cauca",256823,0.0,0.0
"Pamplona","E","Navarre",182465,0.0,0.0
"Panaji","IND","Goa",0,74.0,15.4
"Panama City","PA","Panama",594800,-79.55,8.96667
"Panchiao","RC","Taiwan",539115,0.0,0.0
"Pangkal Pinang","RI","Indonesia",113163,0.0,0.0
"Panshan","TJ","Liaoning",362773,0.0,0.0
"Papeete","FPOL","French Polynesia",0,-149.34,-17.32
"Paramaribo","SME","Suriname",150000,-55.15,5.81667
"Parana","RA","Entre Rios",211936,-60.0,-32.0
"Paranagua","BR","Parana",115394,0.0,0.0
"Pardubice","CZ","Vychodocesky",163000,0.0,0.0
"Pare Pare","RI","Indonesia",101527,0.0,0.0
"Paris","F","Ile de France",2152423,2.48333,48.8167
"Parma","I","Emilia Romagna",173991,0.0,0.0
"Parnaiba","BR","Maranhao",124641,0.0,0.0
"Pasadena","USA","California",131586,-118.15,34.15
"Pasadena","USA","Texas",119604,0.0,0.0
"Pasay","RP","Philippines",409000,0.0,0.0
"Pasig","RP","Philippines",471000,0.0,0.0
"Passo Fundo","BR","Rio Grande do Sul",156352,0.0,0.0
"Pasto","CO","Narino",325540,0.0,0.0
"Pasuruan","RI","Indonesia",152409,0.0,0.0
"Paterson","USA","New Jersey",140891,-74.15,40.9
"Pathein","MYA","Ayeyarwady",144100,0.0,0.0
"Patna","IND","Bihar",917243,85.0,25.4
"Patos de Minas","BR","Minas Gerais",112690,0.0,0.0
"Patrai","GR","Dhytiki Ellas",142163,0.0,0.0
"Paulista","BR","Pernambuco",234706,0.0,0.0
"Pavlodar","KAZ","Pavlodar",340700,0.0,0.0
"Pecs","H","Pecs (munic.)",171000,0.0,0.0
"Pekalongan","RI","Indonesia",242874,0.0,0.0
"Pekan Baru","RI","Indonesia",398694,0.0,0.0
"Pelotas","BR","Rio Grande do Sul",304285,0.0,0.0
"Pematang Siantar","RI","Indonesia",219328,0.0,0.0
"Pemba","MOC","Cabo Delgado",0,0.0,0.0
"Pembroke Pines","USA","Florida",65566,0.0,0.0
"Penang","MAL","Pulau Pinang",219376,0.0,0.0
"Penonome","PA","Cocle",61000,0.0,0.0
"Penza","R","Penzenskaya oblast",534000,0.0,0.0
"Peoria","USA","Illinois",113513,-89.6833,40.6667
"Pereira","CO","Risaralda",352530,0.0,0.0
"Perm","R","Permskaya oblast",1032000,0.0,0.0
"Perpignan","F","Languedoc Roussillon",105983,0.0,0.0
"Perth","AUS","Western Australia",1193000,115.85,-31.95
"Perugia","I","Umbria",150576,12.2,43.1
"Pervouralsk","R","Sverdlovskaya oblast",137000,0.0,0.0
"Pescara","I","Abruzzo",128553,0.0,0.0
"Peshawar","PK","Pakistan",1676000,0.0,0.0
"Petaling Jaya","MAL","Fed. Terr. of Kuala Lumpur",254849,0.0,0.0
"Petare","YV","Miranda",338417,0.0,0.0
"Peterborough","GB","Cambridgeshire",156400,0.0,0.0
"Petrolina","BR","Pernambuco",190453,0.0,0.0
"Petropavl","KAZ","Soltustik Qazaqstan",239000,0.0,0.0
"Petropavlovsk Kamchatsky","R","Kamchatskaya oblast",210000,0.0,0.0
"Petropolis","BR","Rio de Janeiro",267604,0.0,0.0
"Petrozavodsk","R","Rep. of Karelia",280000,0.0,0.0
"Pforzheim","D","Baden Wurttemberg",117960,0.0,0.0
"Philadelphia","USA","Pennsylvania",1585577,-75.25,39.8833
"Phnom Penh","K","Cambodia",400000,104.85,11.55
"Phoenix","USA","Arizona",984310,-112.2,33.2
"Piacenza","I","Emilia Romagna",103536,0.0,0.0
"Piatra Neamt","RO","Neamt",0,0.0,0.0
"Pierre","USA","South Dakota",11973,-100.283,44.3833
"Pietermaritzburg","RSA","Kwazulu Natal",156000,0.0,0.0
"Pietersburg","RSA","Limpopo",0,0.0,0.0
"Pila","PL","Pilskie",0,0.0,0.0
"Pimpri Chinchwad","IND","Maharashtra",517083,0.0,0.0
"Pinar del Rio","C","Pinar del Rio",128570,0.0,0.0
"Pindamonhangaba","BR","Sao Paulo",114092,0.0,0.0
"Pingdingshan","TJ","Henan",410775,0.0,0.0
"Pingdu","TJ","Shandong",150123,0.0,0.0
"Pingtung","RC","Taiwan",214728,0.0,0.0
"Pingxiang","TJ","Jiangxi",425579,0.0,0.0
"Piotrkow Trybunalski","PL","Piotrkowskie",0,0.0,0.0
"Piracicaba","BR","Sao Paulo",302605,0.0,0.0
"Piraeus","GR","Attiki",196389,0.0,0.0
"Pisa","I","Toscana",101500,0.0,0.0
"Pitesti","RO","Arges",162000,0.0,0.0
"Pittsburgh","USA","Pennsylvania",369879,-80.0,40.45
"Piura","PE","Piura",277964,0.0,0.0
"Plano","USA","Texas",127885,0.0,0.0
"Plock","PL","Plockie",122000,0.0,0.0
"Ploiesti","RO","Prahova",0,0.0,0.0
"Plymouth","GB","Devon",255800,0.0,0.0
"Plymouth","MNTS","Montserrat",0,-62.13,16.42
"Plzen","CZ","Zapadocesky",175000,0.0,0.0
"Pocos de Caldas","BR","Minas Gerais",121845,0.0,0.0
"Podgorica","MNE","Montenegro",169132,19.16,42.26
"Podolsk","R","Moskovskaya oblast",202000,0.0,0.0
"Poitiers","F","Poitou Charentes",79300,0.2,46.4
"Poltava","UA","Poltavska",317000,0.0,0.0
"Pomona","USA","California",131700,-117.75,34.05
"Pondicherry","IND","Pondicherry",0,79.5,12.0
"Ponta Delgada","P","Azores",46102,-27.1,38.35
"Ponta Grossa","BR","Parana",252674,0.0,0.0
"Pontianak","RI","Indonesia",397343,0.0,0.0
"Pontypool","GB","Torfaen",0,0.0,0.0
"Poole","GB","Dorset",137200,0.0,0.0
"Popayan","CO","Cauca",223128,0.0,0.0
"Pori","SF","Turku-Pori",77763,21.2,61.3
"Port Blair","IND","Andaman and Nicobar Is.",0,92.5,11.4
"Port Elizabeth","RSA","Eastern Cape",303000,0.0,0.0
"Port Harcourt","WAN","Nigeria",362000,0.0,0.0
"Port Louis","MS","Mauritius",0,57.3,-20.3
"Port Moresby","PNG","Papua New Guinea",141500,147.15,-9.48333
"Port Sudan","SUD","ash Sharqiyah",305385,0.0,0.0
"Port Talbot","GB","Neath and Port Talbot",0,0.0,0.0
"Port-au-Prince","RH","Haiti",800000,-72.2,18.4
"Port-of-Spain","TT","Trinidad and Tobago",150000,-61.2,10.4
"Port-Vila","VU","Vanuatu",15759,168.3,-17.75
"Portalegre","P","Portalegre",0,0.0,0.0
"Portland","USA","Oregon",463634,-122.6,45.6
"Porto","P","Porto",327368,0.0,0.0
"Porto Alegre","BR","Rio Grande do Sul",1286251,-51.2167,-30.0333
"Porto Velho","BR","Rondonia",293815,-63.5,-8.5
"Porto-Novo","BEN","Benin",0,2.4,6.3
"Portsmouth","GB","Hampshire",189100,0.0,0.0
"Portsmouth","USA","Virginia",103910,0.0,0.0
"Posadas","RA","Misiones",210755,-56.0,-27.3
"Potenza","I","Basilicata",0,15.47,40.4
"Potsdam","D","Brandenburg",138268,13.1,52.4
"Poza Rica","MEX","Veracruz",151739,0.0,0.0
"Poznan","PL","Poznanskie",589000,0.0,0.0
"Prague","CZ","Praha",1215000,14.4167,50.0833
"Praia","CV","Cape Verde",105000,-23.0,16.0
"Praia Grande","BR","Santa Catarina",150574,0.0,0.0
"Prato","I","Toscana",166688,0.0,0.0
"Presidente Prudente","BR","Sao Paulo",177236,0.0,0.0
"Preston","GB","Lancashire",132200,0.0,0.0
"Pretoria","RSA","Gauteng",526000,28.2333,-25.75
"Pristina","KOS","Kosovo",0,21.1,42.4
"Probolinggo","RI","Indonesia",177120,0.0,0.0
"Prokopyevsk","R","Kemerovskaya oblast",253000,0.0,0.0
"Providence","USA","Rhode Island",160728,-71.4333,41.7333
"Przemysl","PL","Przemyskie",0,0.0,0.0
"Pskov","R","Pskovskaya oblast",207000,0.0,0.0
"Pucallpa","PE","Ucayali",172286,0.0,0.0
"Puebla","MEX","Puebla",1007170,-98.1,19.0
"Puerto Ayacucho","YV","Amazonas",0,0.0,0.0
"Puerto Cabello","YV","Carabobo",128825,0.0,0.0
"Puerto Carreno","CO","Vichada",0,0.0,0.0
"Puerto Cortes","HCA","Cortes",32500,0.0,0.0
"Puerto Inirida","CO","Guainia",0,0.0,0.0
"Puerto La Cruz","YV","Anzoategui",155731,0.0,0.0
"Puerto Lempira","HCA","Gracias a Dios",0,0.0,0.0
"Puerto Maldonado","PE","Madre de Dios",0,0.0,0.0
"Pune","IND","Maharashtra",1566651,0.0,0.0
"Puno","PE","Puno",91877,0.0,0.0
"Puntarenas","CR","Puntarenas",92400,-84.8,10.0
"Puqi","TJ","Hubei",117264,0.0,0.0
"Pusan","ROK","South Korea",3813814,0.0,0.0
"Puyang","TJ","Henan",175988,0.0,0.0
"Pyatigorsk","R","Stavropolsky kray",133000,0.0,0.0
"Pyongyang","NOK","North Korea",2335000,125.683,39.0333
"Qaemshahr","IR","Mazandaran",123684,0.0,0.0
"Qarshi","UZB","Qasqadare",177000,0.0,0.0
"Qazvin","IR","Tehran",298705,0.0,0.0
"Qena","ET","Qena",142000,0.0,0.0
"Qianjiang","TJ","Sichuan",205504,0.0,0.0
"Qingdao","TJ","Shandong",2060000,0.0,0.0
"Qinhuangdao","TJ","Hebei",364972,0.0,0.0
"Qinzhou","TJ","Guangxi Zhuangzu",114586,0.0,0.0
"Qiqihar","TJ","Heilongjiang",1380000,0.0,0.0
"Qitaihe","TJ","Heilongjiang",214957,0.0,0.0
"Qom","IR","Tehran",780453,50.5,34.4
"Qostanay","KAZ","Qostanay",232100,0.0,0.0
"Quanzhou","TJ","Fujian",185154,0.0,0.0
"Quebec","CDN","Quebec",167517,-71.3833,46.8
"Queimados","BR","Rio de Janeiro",108531,0.0,0.0
"Quelimane","MOC","Zambezia",146206,0.0,0.0
"Queretaro","MEX","Queretaro",385503,-100.2,20.4
"Quetta","PK","Pakistan",285719,0.0,0.0
"Quezon","RP","Philippines",1989000,0.0,0.0
"Qui Nhon","VN","Vietnam",201912,0.0,0.0
"Quibdo","CO","Choco",130921,0.0,0.0
"Quilmes","RA","Buenos Aires",509445,0.0,0.0
"Quito","EC","Ecuador",1200000,-78.5333,-0.216667
"Qujing","TJ","Yunnan",178669,0.0,0.0
"Quqon","UZB","Farghona",184000,0.0,0.0
"Qurghonteppa","TAD","Khatlon",58400,0.0,0.0
"Quzhou","TJ","Hebei",112373,0.0,0.0
"Qyzylorda","KAZ","Qyzylorda",162000,0.0,0.0
"Rabat","MA","Morocco",1385872,-6.5,33.6
"Radom","PL","Radomskie",226000,0.0,0.0
"Rahim Yar Khan","PK","Pakistan",119036,0.0,0.0
"Raipur","IND","Madhya Pradesh",438639,0.0,0.0
"Rajahmundry","IND","Andhra Pradesh",324881,0.0,0.0
"Rajaishahr","IR","Tehran",160362,0.0,0.0
"Rajkot","IND","Gujarat",612458,0.0,0.0
"Rajshahi","BD","Bangladesh",318000,0.0,0.0
"Raleigh","USA","North Carolina",212092,-78.4,35.5
"Ramla","IL","Central",0,0.0,0.0
"Ranchi","IND","Bihar",599306,0.0,0.0
"Rancho Cucamonga","USA","California",101409,0.0,0.0
"Randers","DK","Denmark",55780,10.0,56.3
"Rangoon","MYA","Yangon",2513000,96.15,16.7833
"Rangpur","BD","Bangladesh",207000,0.0,0.0
"Rasht","IR","Gilan",374475,49.4,37.2
"Ravenna","I","Emilia Romagna",136724,0.0,0.0
"Rawalpindi","PK","Pakistan",1290000,0.0,0.0
"Rawson","RA","Chubut",52000,-65.0,-43.1
"Rayyan","Q","Qatar",91996,50.5,25.5
"Reading","GB","Berkshire",137700,0.0,0.0
"Recife","BR","Pernambuco",1342877,-34.8833,-8.06667
"Recklinghausen","D","Nordrhein Westfalen",127139,0.0,0.0
"Regensburg","D","Bayern",125608,0.0,0.0
"Reggio di Calabria","I","Calabria",178496,0.0,0.0
"Reggio nellEmilia","I","Emilia Romagna",131880,0.0,0.0
"Regina","CDN","Saskatchewan",179178,-104.667,50.4333
"Reigate","GB","Surrey",118800,0.0,0.0
"Reims","F","Champagne Ardenne",180620,4.5,49.1
"Remscheid","D","Nordrhein Westfalen",123069,0.0,0.0
"Renfrew","GB","Strathclyde",201700,0.0,0.0
"Rennes","F","Bretagne",197536,-1.4,48.1
"Reno","USA","Nevada",133850,-119.783,39.5
"Renqiu","TJ","Hebei",114256,0.0,0.0
"Resistencia","RA","Chaco",292350,-59.0,-27.3
"Resita","RO","Caras Severin",0,0.0,0.0
"Reutlingen","D","Baden Wurttemberg",107782,0.0,0.0
"Reykjavik","IS","Iceland",84000,-21.9333,64.1333
"Reynosa","MEX","Tamaulipas",265663,0.0,0.0
"Rhondda","GB","Rhondda Cynon Taff",0,0.0,0.0
"Rhymney Valley","GB","Vale of Glamorgan",104300,0.0,0.0
"Ribeirao das Neves","BR","Minas Gerais",197147,0.0,0.0
"Ribeirao Pires","BR","Sao Paulo",100335,0.0,0.0
"Ribeirao Preto","BR","Sao Paulo",452804,0.0,0.0
"Richmond","CDN","Quebec",126624,0.0,0.0
"Richmond","USA","Virginia",202798,-77.3333,37.5
"Riga","LV","Latvia",900000,24.1,57.0
"Rimini","I","Emilia Romagna",130896,0.0,0.0
"Rimnicu Vilcea","RO","Vilcea",0,0.0,0.0
"Rio Branco","BR","Acre",228907,-67.5,-9.5
"Rio Claro","BR","Sao Paulo",153025,0.0,0.0
"Rio Cuarto","RA","Cordoba",138853,0.0,0.0
"Rio de Janeiro","BR","Rio de Janeiro",5533011,-43.2,-23.0
"Rio Gallegos","RA","Santa Cruz",43000,-69.2,-51.4
"Rio Grande","BR","Rio Grande do Sul",178223,0.0,0.0
"Rio Verde","BR","Goias",100223,0.0,0.0
"Riohacha","CO","Guajira, La",142455,0.0,0.0
"Riverside","USA","California",226546,0.0,0.0
"Rivne","UA","Rivnenska",233000,0.0,0.0
"Riyadh","SA","Saudi Arabia",1250000,46.7,24.65
"Rize","TR","Rize",0,0.0,0.0
"Rizhao","TJ","Shandong",185048,0.0,0.0
"Road Town","BVIR","British Virgin Islands",0,-64.37,18.27
"Roatan","HCA","Islas de la Bahia",0,0.0,0.0
"Rochdale","GB","Greater Manchester",207100,0.0,0.0
"Rochester","USA","New York",230356,-77.6667,43.1167
"Rochester upon Medway","GB","Kent",148200,0.0,0.0
"Rockford","USA","Illinois",141787,-89.05,42.35
"Rome","I","Lazio",2791354,12.6,41.8
"Rondonopolis","BR","Mato Grosso",142221,0.0,0.0
"Rosario","RA","Santa Fe",1118984,-60.5,-33.0
"Roseau","WD","Dominica",11000,-61.3,15.2
"Rostock","D","Mecklenburg Vorpommern",232634,12.1,54.1
"Rostov na Donu","R","Rostovskaya oblast",1026000,0.0,0.0
"Rostov no Donu","R","Rostovskaya oblast",0,0.0,0.0
"Rotherham","GB","South Yorkshire",256300,0.0,0.0
"Rotterdam","NL","Zuid Holland",1078747,0.0,0.0
"Rouen","F","Haute Normandie",102723,1.5,49.3
"Rovaniemi","SF","Lappia",31000,24.4,66.3
"Rubtsovsk","R","Altayskiy kray",170000,0.0,0.0
"Ruda Slaska","PL","Katowickie",170000,0.0,0.0
"Rudny","KAZ","Qostanay",125700,0.0,0.0
"Ruian","TJ","Zhejiang",156468,0.0,0.0
"Ruthin","GB","Denbighshire",0,0.0,0.0
"Ryazan","R","Ryazanskaya oblast",536000,0.0,0.0
"Rybinsk","R","Yaroslavskaya oblast",248000,0.0,0.0
"Rybnik","PL","Katowickie",143000,0.0,0.0
"Rzeszow","PL","Rzeszowskie",151000,0.0,0.0
"s Gravenhage","NL","Zuid Holland",694249,0.0,0.0
"s Hertogenbosch","NL","Noord Brabant",199127,0.0,0.0
"Saarbrucken","D","Saarland",183945,6.6,49.1
"Sabadell","E","Catalonia",189006,0.0,0.0
"Sabara","BR","Minas Gerais",100570,0.0,0.0
"Sabzevar","IR","Khorasan",148065,0.0,0.0
"Sacramento","USA","California",369365,-121.5,38.5167
"Safi","MA","Morocco",376038,0.0,0.0
"Saga","J","Saga",0,0.0,0.0
"Sagaing","MYA","Sagaing",0,0.0,0.0
"Saharanpur","IND","Uttar Pradesh",374945,0.0,0.0
"Sahiwal","PK","Pakistan",150954,0.0,0.0
"Saidpur","BD","Bangladesh",105000,0.0,0.0
"Saigon","VN","Vietnam",3924435,106.5,10.5
"Saint Albans","GB","Hertfordshire",127700,0.0,0.0
"Saint Catharines","CDN","Ontario",129300,0.0,0.0
"Saint Etienne","F","Rhone Alpes",199396,0.0,0.0
"Saint Georges","WG","Grenada",30000,-61.4,12.4
"Saint Helens","GB","Merseyside",180200,0.0,0.0
"Saint Helier","GBJ","Jersey",0,-2.1,49.2
"Saint Johns","AG","Antigua and Barbuda",36000,-61.5,17.3
"Saint Johns","CDN","Newfoundland",143390,-52.5,47.3
"Saint Louis","SN","Saint Louis",122000,0.0,0.0
"Saint Peter Port","GBG","Guernsey",0,-2.6,49.6
"Saint-Denis","REUN","Reunion",158139,55.5,-20.9
"Saint-Pierre","SPMI","Saint Pierre and Miquelon",5618,-56.0,47.0
"Saipan","NMIS","Northern Mariana Islands",0,145.45,15.12
"Sakarya","TR","Sakarya",0,0.0,0.0
"Salamanca","E","Castile and Leon",167382,0.0,0.0
"Salamanca","MEX","Guanajuato",123190,0.0,0.0
"Salavat","R","Rep. of Bashkortostan",156000,0.0,0.0
"Salem","USA","Oregon",107793,-123.017,44.9167
"Salem","IND","Tamil Nadu",366712,0.0,0.0
"Salerno","I","Campania",151374,0.0,0.0
"Salford","GB","Greater Manchester",230700,0.0,0.0
"Salgotarjan","H","Nograd",0,0.0,0.0
"Salinas","USA","California",108777,-121.6,36.6667
"Salisbury","GB","Wiltshire",109800,0.0,0.0
"Salt Lake City","USA","Utah",159928,-112.0,40.4
"Salta","RA","Salta",370904,-65.3,-24.5
"Saltillo","MEX","Coahuila",420947,-101.0,25.3
"Salvador","BR","Bahia",2209465,-38.5,-13.0
"Salzburg","A","Salzburg",144000,13.2,47.49
"Salzgitter","D","Niedersachsen",117842,0.0,0.0
"Samara","R","Samarskaya oblast",1184000,0.0,0.0
"Samarinda","RI","Indonesia",407339,0.0,0.0
"Samarqand","UZB","Samarqand",368000,0.0,0.0
"Samarra","IRQ","Salah ad Din",0,0.0,0.0
"Samsun","TR","Samsun",326900,0.0,0.0
"San Andres","CO","San Andres y Providencia",0,0.0,0.0
"San Antonio","USA","Texas",959295,-98.4,29.3
"San Bernardino","USA","California",170036,0.0,0.0
"San Carlos","YV","Cojedes",0,0.0,0.0
"San Cristobal","YV","Tachira",220675,0.0,0.0
"San Diego","USA","California",1110623,-117.167,32.7333
"San Felipe","YV","Yaracuy",0,0.0,0.0
"San Fernando","YV","Apure",0,0.0,0.0
"San Fernando del Valle de Catamarca","RA","Catamarca",132626,-65.5,-28.3
"San Francisco","USA","California",723959,-122.383,37.6167
"San Isidro","RA","Buenos Aires",299022,0.0,0.0
"San Jose","USA","California",782224,-121.933,37.3667
"San Jose","CR","San Jose",296600,-84.2,10.0
"San Jose del Guaviare","CO","Guaviare",0,0.0,0.0
"San Juan","YV","Guarico",0,0.0,0.0
"San Juan","PR","Puerto Rico",0,-66.12,18.49
"San Juan","RA","San Juan",352691,-68.3,-31.3
"San Luis","RA","San Luis",110136,-66.2,-33.2
"San Luis Potosi","MEX","San Luis Potosi",488238,-101.0,22.1
"San Marino","RSM","San Marino",4416,12.2,43.5
"San Miguel de Tucuman","RA","Tucuman",622324,-65.2,-26.5
"San Miguelito","PA","Panama",243000,0.0,0.0
"San Nicolas de los Arroyos","RA","Buenos Aires",119302,0.0,0.0
"San Nicolas de los Garza","MEX","Nuevo Leon",436603,0.0,0.0
"San Pedro Garza Garcia","MEX","Nuevo Leon",113017,0.0,0.0
"San Pedro Sula","HCA","Cortes",325900,0.0,0.0
"San Salvador","ES","El Salvador",422570,-89.2167,13.7
"San Salvador de Jujuy","RA","Jujuy",180102,-65.2,-24.1
"Sanaa","YE","Yemen",427185,44.11,15.21
"Sanandaj","IR","Kordestan",277314,0.0,0.0
"Sanchuung","RC","Taiwan",382880,0.0,0.0
"Sancti Spiritus","C","Sancti Spiritus",0,0.0,0.0
"Sandakan","MAL","Sabah",223432,0.0,0.0
"Sandwell","GB","West Midlands",293700,0.0,0.0
"Sankt Gallen","CH","SG",74106,0.0,0.0
"Sankt Peterburg","R","Sankt Peterburg",4838000,0.0,0.0
"Sanmenxia","TJ","Henan",120523,0.0,0.0
"Sanming","TJ","Fujian",160691,0.0,0.0
"Santa Ana","USA","California",293827,-117.867,33.75
"Santa Ana","ES","El Salvador",202337,0.0,0.0
"Santa Barbara","HCA","Santa Barbara",0,0.0,0.0
"Santa Barbara dOeste","BR","Sao Paulo",161020,0.0,0.0
"Santa Clara","C","Villa Clara",205400,0.0,0.0
"Santa Clarita","USA","California",120050,0.0,0.0
"Santa Coloma de Gramanet","E","Catalonia",131764,0.0,0.0
"Santa Cruz de Tenerife","E","Canary Islands",203929,0.0,0.0
"Santa Cruz do Sul","BR","Rio Grande do Sul",100562,0.0,0.0
"Santa Fe","USA","New Mexico",48899,-106.0,35.4
"Santa Fe","RA","Santa Fe",406388,-60.5,-31.5
"Santa Luzia","BR","Paraiba",152682,0.0,0.0
"Santa Maria","BR","Rio Grande do Sul",226226,0.0,0.0
"Santa Marta","CO","Magdalena",309372,0.0,0.0
"Santa Rita","BR","Paraiba",105584,0.0,0.0
"Santa Rosa","USA","California",113261,-122.817,38.5167
"Santa Rosa","RA","La Pampa",107000,-64.2,-36.4
"Santa Rosa de Copan","HCA","Copan",21500,0.0,0.0
"Santander","E","Cantabria",194822,0.0,0.0
"Santarem","BR","Para",242765,0.0,0.0
"Santarem","P","Santarem",0,0.0,0.0
"Santiago","RCH","Chile",4318000,-70.7,-33.45
"Santiago","PA","Veraguas",61000,0.0,0.0
"Santiago de Compostella","E","Galicia",0,0.0,0.0
"Santiago de Cuba","C","Santiago de Cuba",440084,0.0,0.0
"Santiago del Estero","RA","Santiago de Estero",148000,-64.2,-28.0
"Santiago del Estero La Banda","RA","Santiago de Estero",263471,0.0,0.0
"Santo Andre","BR","Sao Paulo",625294,0.0,0.0
"Santo Domingo","DOM","Dominican Republic",1400000,-69.9,18.4833
"Santos","BR","Sao Paulo",412288,0.0,0.0
"Sanya","TJ","Hainan",102820,0.0,0.0
"Sao Bernardo do Campo","BR","Sao Paulo",658791,0.0,0.0
"Sao Caetano do Sul","BR","Sao Paulo",140808,0.0,0.0
"Sao Carlos","BR","Sao Paulo",175295,0.0,0.0
"Sao Goncalo","BR","Rio de Janeiro",827967,0.0,0.0
"Sao Joao de Meriti","BR","Rio de Janeiro",433713,0.0,0.0
"Sao Jose","BR","Santa Catarina",147490,0.0,0.0
"Sao Jose do Rio Preto","BR","Sao Paulo",323418,0.0,0.0
"Sao Jose dos Campos","BR","Sao Paulo",485780,0.0,0.0
"Sao Jose dos Pinhais","BR","Parana",167286,0.0,0.0
"Sao Leopoldo","BR","Rio Grande do Sul",180741,0.0,0.0
"Sao Luis","BR","Maranhao",781068,-44.1,-2.3
"Sao Paulo","BR","Sao Paulo",9811776,-46.6333,-23.55
"Sao Tome","STP","Sao Tome and Principe",0,7.0,0.0
"Sao Vicente","BR","Sao Paulo",279620,0.0,0.0
"Sapele","WAN","Nigeria",123000,0.0,0.0
"Sapporo","J","Hokkaido",1748000,141.35,43.0667
"Sapucaia do Sul","BR","Rio Grande do Sul",113992,0.0,0.0
"Saraburi","THA","Thailand",107000,0.0,0.0
"Sarajevo","BIH","Bosnia and Herzegovina",0,18.4,43.9
"Saransk","R","Rep. of Mordovia",320000,0.0,0.0
"Sarapul","R","Udmurt Republic",109000,0.0,0.0
"Saratov","R","Saratovskaya oblast",895000,0.0,0.0
"Sargodha","PK","Pakistan",291362,0.0,0.0
"Sari","IR","Mazandaran",167602,0.0,0.0
"Sarnen","CH","OW",0,0.0,0.0
"Saskatoon","CDN","Saskatchewan",186058,-107.0,52.0
"Sassari","I","Sardegna",120011,0.0,0.0
"Satu Mare","RO","Satu Mare",137000,0.0,0.0
"Saurimo","ANG","Lunda Sul",0,0.0,0.0
"Savannah","USA","Georgia",137812,-81.2,32.1333
"Savar","BD","Bangladesh",115000,0.0,0.0
"Scarborough","GB","North Yorkshire",108700,0.0,0.0
"Scarborough","CDN","Ontario",524598,0.0,0.0
"Schaffhausen","CH","SH",0,0.0,0.0
"Schwerin","D","Mecklenburg Vorpommern",118291,11.5,53.9
"Schwyz","CH","SZ",0,0.0,0.0
"Scottsdale","USA","Arizona",130075,0.0,0.0
"Seattle","USA","Washington",516259,0.0,0.0
"Sefton","GB","Merseyside",292400,0.0,0.0
"Sekondi","GH","Ghana",31916,0.0,0.0
"Selayang Baru","MAL","Selangor",124606,0.0,0.0
"Semarang","RI","Indonesia",1250971,0.0,0.0
"Semey","KAZ","Semey",320200,0.0,0.0
"Semnan","IR","Semnan",0,0.0,0.0
"Sendai","J","Miyagi",967000,0.0,0.0
"Seoul","ROK","South Korea",10229262,126.967,37.5667
"Seremban","MAL","Negeri Sembilan",182584,0.0,0.0
"Serov","R","Sverdlovskaya oblast",100000,0.0,0.0
"Serpukhov","R","Moskovskaya oblast",139000,0.0,0.0
"Serra","BR","Espirito Santo",266851,0.0,0.0
"Sete Lagoas","BR","Minas Gerais",167112,0.0,0.0
"Setif","DZ","Algeria",170182,0.0,0.0
"Setubal","P","Setubal",77885,0.0,0.0
"Sevastopol","UA","Krym",361000,0.0,0.0
"Sevenoaks","GB","Kent",109400,0.0,0.0
"Severodvinsk","R","Arkhangelskaya oblast",241000,0.0,0.0
"Seversk","R","Tomskaya oblast",110000,0.0,0.0
"Sevilla","E","Andalusia",714148,0.0,0.0
"Sfintu Gheorghe","RO","Covasna",0,0.0,0.0
"Shagamu","WAN","Nigeria",104000,0.0,0.0
"Shah Alam","MAL","Selangor",101733,0.0,0.0
"Shahr e Kord","IR","Chahar Mahal e Bakhtiari",0,0.0,0.0
"Shakhty","R","Rostovskaya oblast",230000,0.0,0.0
"Shaki","WAN","Nigeria",154000,0.0,0.0
