"Country","Organization","Type"
"NAM","IFRCS","member"
"NAM","ILO","member"
"NAM","IMF","member"
"NAM","IMO","member"
"NAM","Intelsat","member"
"NAM","Interpol","member"
"NAM","IOC","National Olympic Committee"
"NAM","IOM","observer"
"NAM","ITU","member"
"NAM","NAM","member"
"NAM","OAU","member"
"NAM","SACU","member"
"NAM","SADC","member"
"NAM","UN","member"
"NAM","UNESCO","member"
"NAM","UNHCR","member"
"NAM","UNIDO","member"
"NAM","UPU","member"
"NAM","WCL","member"
"NAM","WHO","member"
"NAM","WIPO","member"
"NAM","WMO","member"
"NAM","WTrO","member"
"NAU","AsDB","regional member"
"NAU","C","special member"
"NAU","ESCAP","member"
"NAU","ICAO","member"
"NAU","Intelsat","nonsignatory user"
"NAU","Interpol","member"
"NAU","ITU","member"
"NAU","Sparteca","member"
"NAU","SPC","member"
"NAU","SPF","member"
"NAU","UPU","member"
"NAU","WHO","member"
"NCA","SPC","member"
"NCA","UPU","member"
"NCA","WFTU","member"
"NCA","WMO","member"
"NEP","AsDB","regional member"
"NEP","CCC","member"
"NEP","CP","member"
"NEP","ESCAP","member"
"NEP","FAO","member"
"NEP","G-77","member"
"NEP","IBRD","member"
"NEP","ICAO","member"
"NEP","ICRM","National Society"
"NEP","IDA","Part II"
"NEP","IFAD","Category III"
"NEP","IFC","member"
"NEP","IFRCS","member"
"NEP","ILO","member"
"NEP","IMF","member"
"NEP","IMO","member"
"NEP","Intelsat","member"
"NEP","Interpol","member"
"NEP","IOC","National Olympic Committee"
"NEP","ISO","correspondent member"
"NEP","ITU","member"
"NEP","NAM","member"
"NEP","SAARC","member"
"NEP","UN","member"
"NEP","UNCRO","member"
"NEP","UNESCO","member"
"NEP","UNIDO","member"
"NEP","UNIFIL","member"
"NEP","UNMIH","member"
"NEP","UNPROFOR","member"
"NEP","UPU","member"
"NEP","WFTU","member"
"NEP","WHO","member"
"NEP","WMO","member"
"NEP","WToO","member"
"NEP","WTrO","applicant"
"NIC","BCIE","member"
"NIC","CACM","member"
"NIC","ECLAC","member"
"NIC","FAO","member"
"NIC","G-77","member"
"NIC","IADB","member"
"NIC","IAEA","member"
"NIC","IBRD","member"
"NIC","ICAO","member"
"NIC","ICFTU","member"
"NIC","ICRM","National Society"
"NIC","IDA","Part II"
"NIC","IFAD","Category III"
"NIC","IFC","member"
"NIC","IFRCS","member"
"NIC","ILO","member"
"NIC","IMF","member"
"NIC","IMO","member"
"NIC","Intelsat","member"
"NIC","Interpol","member"
"NIC","IOC","National Olympic Committee"
"NIC","IOM","member"
"NIC","ITU","member"
"NIC","LAES","member"
"NIC","LAIA","observer"
"NIC","NAM","member"
"NIC","OAS","member"
"NIC","OPANAL","member"
"NIC","PCA","member"
"NIC","UN","member"
"NIC","UNESCO","member"
"NIC","UNHCR","member"
"NIC","UNIDO","member"
"NIC","UPU","member"
"NIC","WCL","member"
"NIC","WFTU","member"
"NIC","WHO","member"
"NIC","WIPO","member"
"NIC","WMO","member"
"NIC","WToO","member"
"NIC","WTrO","member"
"NIUE","ACP","member"
"NIUE","FAO","member"
"NIUE","IFAD","Category III"
"NIUE","Sparteca","member"
"NIUE","SPC","member"
"NIUE","UNESCO","member"
"NIUE","UPU","member"
"NIUE","WHO","member"
"NIUE","WMO","member"
"NL","AfDB","nonregional member"
"NL","AG","observer"
"NL","ANC","member"
"NL","AsDB","nonregional member"
"NL","Benelux","member"
"NL","BIS","member"
"NL","CCC","member"
"NL","CE","member"
"NL","CERN","member"
"NL","EBRD","member"
"NL","ECE","member"
"NL","ECLAC","member"
"NL","EIB","member"
"NL","EN","member"
"NL","ESA","member"
"NL","ESCAP","member"
"NL","EU","member"
"NL","FAO","member"
"NL","G-10","member"
"NL","IADB","member"
"NL","IAEA","member"
"NL","IBRD","member"
"NL","ICAO","member"
"NL","ICC","member"
"NL","ICFTU","member"
"NL","ICRM","National Society"
"NL","IDA","Part I"
"NL","IEA","member"
"NL","IFAD","Category I"
"NL","IFC","member"
"NL","IFRCS","member"
"NL","ILO","member"
"NL","IMF","member"
"NL","IMO","member"
"NL","Inmarsat","member"
"NL","Intelsat","member"
"NL","Interpol","member"
"NL","IOC","National Olympic Committee"
"NL","IOM","member"
"NL","ISO","member"
"NL","ITU","member"
"NL","MTCR","member"
"NL","NAM","guest"
"NL","NATO","member"
"NL","NSG","member"
"NL","OAS","observer"
"NL","OECD","member"
"NL","OSCE","member"
"NL","PCA","member"
"NL","UN","member"
"NL","UNAVEM III","member"
"NL","UNCRO","member"
"NL","UNESCO","member"
"NL","UNHCR","member"
"NL","UNIDO","member"
"NL","UNITAR","member"
"NL","UNMIH","member"
"NL","UNPREDEP","member"
"NL","UNPROFOR","member"
"NL","UNTSO","member"
"NL","UNU","member"
"NL","UPU","member"
"NL","WCL","member"
"NL","WEU","member"
"NL","WHO","member"
"NL","WIPO","member"
"NL","WMO","member"
"NL","WToO","member"
"NL","WTrO","member"
"NL","ZC","member"
"NMIS","ESCAP","associate member"
"NMIS","SPC","member"
"NOK","ESCAP","member"
"NOK","FAO","member"
"NOK","G-77","member"
"NOK","ICAO","member"
"NOK","ICRM","National Society"
"NOK","IFAD","Category III"
"NOK","IFRCS","member"
"NOK","IMO","member"
"NOK","Intelsat","nonsignatory user"
"NOK","IOC","National Olympic Committee"
"NOK","ISO","member"
"NOK","ITU","member"
"NOK","NAM","member"
"NOK","UN","member"
"NOK","UNESCO","member"
"NOK","UNIDO","member"
"NOK","UPU","member"
"NOK","WFTU","member"
"NOK","WHO","member"
"NOK","WIPO","member"
"NOK","WMO","member"
"NOK","WToO","member"
"NZ","ANZUS","member"
"NZ","APEC","member"
"NZ","AsDB","regional member"
"NZ","C","member"
"NZ","CCC","member"
"NZ","CP","member"
"NZ","EBRD","member"
"NZ","ESCAP","member"
"NZ","FAO","member"
"NZ","IAEA","member"
"NZ","IBRD","member"
"NZ","ICAO","member"
"NZ","ICFTU","member"
"NZ","ICRM","National Society"
"NZ","IDA","Part I"
"NZ","IEA","member"
"NZ","IFAD","Category I"
"NZ","IFC","member"
"NZ","IFRCS","member"
"NZ","ILO","member"
"NZ","IMF","member"
"NZ","IMO","member"
"NZ","Inmarsat","member"
"NZ","Intelsat","member"
"NZ","Interpol","member"
"NZ","IOC","National Olympic Committee"
"NZ","IOM","observer"
"NZ","ISO","member"
"NZ","ITU","member"
"NZ","MTCR","member"
"NZ","NAM","guest"
"NZ","NSG","member"
"NZ","OECD","member"
"NZ","PCA","member"
"NZ","Sparteca","member"
"NZ","SPC","member"
"NZ","SPF","member"
"NZ","UN","member"
"NZ","UNAVEM III","member"
"NZ","UNESCO","member"
"NZ","UNIDO","member"
"NZ","UNPREDEP","member"
"NZ","UNPROFOR","member"
"NZ","UNTSO","member"
"NZ","UPU","member"
"NZ","WFTU","member"
"NZ","WHO","member"
"NZ","WIPO","member"
"NZ","WMO","member"
"NZ","WTrO","member"
"OM","ABEDA","member"
"OM","AFESD","member"
"OM","AL","member"
"OM","AMF","member"
"OM","ESCWA","member"
"OM","FAO","member"
"OM","G-77","member"
"OM","GCC","member"
"OM","IBRD","member"
"OM","ICAO","member"
"OM","IDA","Part II"
"OM","IDB","member"
"OM","IFAD","Category III"
"OM","IFC","member"
"OM","ILO","member"
"OM","IMF","member"
"OM","IMO","member"
"OM","Inmarsat","member"
"OM","Intelsat","member"
"OM","Interpol","member"
"OM","IOC","National Olympic Committee"
"OM","ISO","correspondent member"
"OM","ITU","member"
"OM","NAM","member"
"OM","OIC","member"
"OM","UN","member"
"OM","UNESCO","member"
"OM","UNIDO","member"
"OM","UPU","member"
"OM","WFTU","member"
"OM","WHO","member"
"OM","WMO","member"
"P","AfDB","nonregional member"
"P","ANC","member"
"P","BIS","member"
"P","CCC","member"
"P","CE","member"
"P","CERN","member"
"P","EBRD","member"
"P","ECE","member"
"P","ECLAC","member"
"P","EIB","member"
"P","EN","member"
"P","EU","member"
"P","FAO","member"
"P","IADB","member"
"P","IAEA","member"
"P","IBRD","member"
"P","ICAO","member"
"P","ICC","member"
"P","ICFTU","member"
"P","ICRM","National Society"
"P","IDA","Part II"
"P","IEA","member"
"P","IFAD","Category III"
"P","IFC","member"
"P","IFRCS","member"
"P","ILO","member"
"P","IMF","member"
"P","IMO","member"
"P","Inmarsat","member"
"P","Intelsat","member"
"P","Interpol","member"
"P","IOC","National Olympic Committee"
"P","IOM","member"
"P","ISO","member"
"P","ITU","member"
"P","LAIA","observer"
"P","MTCR","member"
"P","NAM","guest"
"P","NATO","member"
"P","NSG","member"
"P","OAS","observer"
"P","OECD","member"
"P","OSCE","member"
"P","PCA","member"
"P","UN","member"
"P","UNAVEM III","member"
"P","UNCRO","member"
"P","UNESCO","member"
"P","UNIDO","member"
"P","UNPREDEP","member"
"P","UNPROFOR","member"
"P","UPU","member"
"P","WCL","member"
"P","WEU","member"
"P","WFTU","member"
"P","WHO","member"
"P","WIPO","member"
"P","WMO","member"
"P","WToO","member"
"P","WTrO","member"
"P","ZC","member"
"PA","AG","associate member"
"PA","ECLAC","member"
"PA","FAO","member"
"PA","G-77","member"
"PA","IADB","member"
"PA","IAEA","member"
"PA","IBRD","member"
"PA","ICAO","member"
"PA","ICFTU","member"
"PA","ICRM","National Society"
"PA","IDA","Part II"
"PA","IFAD","Category III"
"PA","IFC","member"
"PA","IFRCS","member"
"PA","ILO","member"
"PA","IMF","member"
"PA","IMO","member"
"PA","Inmarsat","member"
"PA","Intelsat","member"
"PA","Interpol","member"
"PA","IOC","National Olympic Committee"
"PA","IOM","member"
"PA","ITU","member"
"PA","LAES","member"
"PA","LAIA","observer"
"PA","NAM","member"
"PA","OAS","member"
"PA","OPANAL","member"
"PA","PCA","member"
"PA","UN","member"
"PA","UNESCO","member"
"PA","UNIDO","member"
"PA","UPU","member"
"PA","WCL","member"
"PA","WFTU","member"
"PA","WHO","member"
"PA","WIPO","member"
"PA","WMO","member"
"PA","WToO","member"
"PA","WTrO","applicant"
"PAL","ESCAP","associate member"
"PAL","SPC","member"
"PAL","SPF","member"
"PAL","UN","member"
"PAL","WHO","member"
"PE","AG","member"
"PE","CCC","member"
"PE","ECLAC","member"
"PE","FAO","member"
"PE","G-11","member"
"PE","G-15","member"
"PE","G-19","member"
"PE","G-24","member"
"PE","G-77","member"
"PE","IADB","member"
"PE","IAEA","member"
"PE","IBRD","member"
"PE","ICAO","member"
"PE","ICFTU","member"
"PE","ICRM","National Society"
"PE","IDA","Part II"
"PE","IFAD","Category III"
"PE","IFC","member"
"PE","IFRCS","member"
"PE","ILO","member"
"PE","IMF","member"
"PE","IMO","member"
"PE","Inmarsat","member"
"PE","Intelsat","member"
"PE","Interpol","member"
"PE","IOC","National Olympic Committee"
"PE","IOM","member"
"PE","ISO","correspondent member"
"PE","ITU","member"
"PE","LAES","member"
"PE","LAIA","member"
"PE","NAM","member"
"PE","OAS","member"
"PE","OPANAL","member"
"PE","PCA","member"
"PE","RG","member"
"PE","UN","member"
"PE","UNESCO","member"
"PE","UNIDO","member"
"PE","UPU","member"
"PE","WCL","member"
"PE","WFTU","member"
"PE","WHO","member"
"PE","WIPO","member"
"PE","WMO","member"
"PE","WToO","member"
"PE","WTrO","member"
"PITC","SPC","member"
"PITC","UPU","member"
"PK","AsDB","regional member"
"PK","C","member"
"PK","CCC","member"
"PK","CP","member"
"PK","ECO","member"
"PK","ESCAP","member"
"PK","FAO","member"
"PK","G-19","member"
"PK","G-24","member"
"PK","G-77","member"
"PK","IAEA","member"
"PK","IBRD","member"
"PK","ICAO","member"
"PK","ICC","member"
"PK","ICFTU","member"
"PK","ICRM","National Society"
"PK","IDA","Part II"
"PK","IDB","member"
"PK","IFAD","Category III"
"PK","IFC","member"
"PK","IFRCS","member"
"PK","ILO","member"
"PK","IMF","member"
"PK","IMO","member"
"PK","Inmarsat","member"
"PK","Intelsat","member"
"PK","Interpol","member"
"PK","IOC","National Olympic Committee"
"PK","IOM","member"
"PK","ISO","member"
"PK","ITU","member"
"PK","MINURSO","member"
"PK","NAM","member"
"PK","OAS","observer"
"PK","OIC","member"
"PK","PCA","member"
"PK","SAARC","member"
"PK","UN","member"
"PK","UNAMIR","member"
"PK","UNAVEM III","member"
"PK","UNCRO","member"
"PK","UNESCO","member"
"PK","UNHCR","member"
"PK","UNIDO","member"
"PK","UNIKOM","member"
"PK","UNITAR","member"
"PK","UNMIH","member"
"PK","UNOMIG","member"
"PK","UNOMIL","member"
"PK","UNPREDEP","member"
"PK","UNPROFOR","member"
"PK","UPU","member"
"PK","WCL","member"
"PK","WFTU","member"
"PK","WHO","member"
"PK","WIPO","member"
"PK","WMO","member"
"PK","WToO","member"
"PK","WTrO","member"
"PL","ANC","member"
"PL","BIS","member"
"PL","BSEC","observer"
"PL","CBSS","member"
"PL","CCC","member"
"PL","CE","member"
"PL","CEI","member"
"PL","CERN","member"
"PL","EBRD","member"
"PL","ECE","member"
"PL","EU","member"
"PL","FAO","member"
"PL","IAEA","member"
"PL","IBRD","member"
"PL","ICAO","member"
"PL","ICFTU","member"
"PL","ICRM","National Society"
"PL","IDA","Part II"
"PL","IFC","member"
"PL","IFRCS","member"
"PL","ILO","member"
"PL","IMF","member"
"PL","IMO","member"
"PL","Inmarsat","member"
"PL","Intelsat","member"
"PL","Interpol","member"
"PL","IOC","National Olympic Committee"
"PL","IOM","member"
"PL","ISO","member"
"PL","ITU","member"
"PL","MINURSO","member"
"PL","NAM","guest"
"PL","NSG","member"
"PL","OAS","observer"
"PL","OSCE","member"
"PL","PCA","member"
"PL","PFP","member"
"PL","UN","member"
"PL","UNAVEM III","member"
"PL","UNCRO","member"
"PL","UNDOF","member"
"PL","UNESCO","member"
"PL","UNIDO","member"
"PL","UNIFIL","member"
"PL","UNIKOM","member"
"PL","UNMOT","member"
"PL","UNOMIG","member"
"PL","UNPREDEP","member"
"PL","UNPROFOR","member"
"PL","UPU","member"
"PL","WCL","member"
"PL","WEU","associate partner"
"PL","WFTU","member"
"PL","WHO","member"
"PL","WIPO","member"
"PL","WMO","member"
"PL","WToO","member"
"PL","WTrO","member"
"PL","ZC","member"
"PNG","ACP","member"
"PNG","APEC","member"
"PNG","AsDB","regional member"
"PNG","C","member"
"PNG","CP","member"
"PNG","ESCAP","member"
"PNG","FAO","member"
"PNG","G-77","member"
"PNG","IBRD","member"
"PNG","ICAO","member"
"PNG","ICFTU","member"
"PNG","ICRM","National Society"
"PNG","IDA","Part II"
"PNG","IFAD","Category III"
"PNG","IFC","member"
"PNG","IFRCS","member"
"PNG","ILO","member"
"PNG","IMF","member"
"PNG","IMO","member"
"PNG","Intelsat","member"
"PNG","Interpol","member"
"PNG","IOC","National Olympic Committee"
"PNG","ISO","correspondent member"
"PNG","ITU","member"
"PNG","NAM","member"
"PNG","Sparteca","member"
"PNG","SPC","member"
"PNG","SPF","member"
"PNG","UN","member"
"PNG","UNESCO","member"
"PNG","UNIDO","member"
"PNG","UPU","member"
"PNG","WFTU","member"
"PNG","WHO","member"
"PNG","WMO","member"
"PR","Caricom","observer"
"PR","Interpol","subbureau"
"PR","IOC","National Olympic Committee"
"PR","UPU","member"
"PR","WCL","member"
"PR","WFTU","member"
"PR","WHO","associate member"
"PR","WToO","associate member"
"PY","AG","observer"
"PY","CCC","member"
"PY","ECLAC","member"
"PY","FAO","member"
"PY","G-77","member"
"PY","IADB","member"
"PY","IAEA","member"
"PY","IBRD","member"
"PY","ICAO","member"
"PY","ICFTU","member"
"PY","ICRM","National Society"
"PY","IDA","Part II"
"PY","IFAD","Category III"
"PY","IFC","member"
"PY","IFRCS","member"
"PY","ILO","member"
"PY","IMF","member"
"PY","IMO","member"
"PY","Intelsat","member"
"PY","Interpol","member"
"PY","IOC","National Olympic Committee"
"PY","IOM","member"
"PY","ITU","member"
"PY","LAES","member"
"PY","LAIA","member"
"PY","Mercosur","member"
"PY","OAS","member"
"PY","OPANAL","member"
"PY","PCA","member"
"PY","RG","member"
"PY","UN","member"
"PY","UNESCO","member"
"PY","UNIDO","member"
"PY","UPU","member"
"PY","WCL","member"
"PY","WHO","member"
"PY","WIPO","member"
"PY","WMO","member"
"PY","WToO","member"
"PY","WTrO","member"
"Q","ABEDA","member"
"Q","AFESD","member"
"Q","AL","member"
"Q","AMF","member"
"Q","CCC","member"
"Q","ESCWA","member"
"Q","FAO","member"
"Q","G-77","member"
"Q","GCC","member"
"Q","IAEA","member"
"Q","IBRD","member"
"Q","ICAO","member"
"Q","ICRM","National Society"
"Q","IDB","member"
"Q","IFAD","Category II"
"Q","IFRCS","member"
"Q","ILO","member"
"Q","IMF","member"
"Q","IMO","member"
"Q","Inmarsat","member"
"Q","Intelsat","member"
"Q","Interpol","member"
"Q","IOC","National Olympic Committee"
"Q","ISO","correspondent member"
"Q","ITU","member"
"Q","NAM","member"
"Q","OAPEC","member"
"Q","OIC","member"
"Q","OPEC","member"
"Q","UN","member"
"Q","UNESCO","member"
"Q","UNIDO","member"
"Q","UPU","member"
"Q","WHO","member"
"Q","WIPO","member"
"Q","WMO","member"
"Q","WTrO","member"
"R","ANC","member"
"R","BSEC","member"
"R","CBSS","member"
"R","CCC","member"
"R","CE","member"
"R","CERN","observer"
"R","CIS","member"
"R","EBRD","member"
"R","ECE","member"
"R","ESCAP","member"
"R","G-8","member"
"R","IAEA","member"
"R","IBRD","member"
"R","ICAO","member"
"R","ICRM","National Society"
"R","IDA","Part I"
"R","IFC","member"
"R","IFRCS","member"
"R","ILO","member"
"R","IMF","member"
"R","IMO","member"
"R","Inmarsat","member"
"R","Intelsat","member"
"R","Interpol","member"
"R","IOC","National Olympic Committee"
"R","IOM","observer"
"R","ISO","member"
"R","ITU","member"
"R","MINURSO","member"
"R","MTCR","member"
"R","NSG","member"
"R","OAS","observer"
"R","OSCE","member"
"R","PCA","member"
"R","PFP","member"
"R","UN","member"
"R","UNAMIR","member"
"R","UNAVEM III","member"
"R","UNCRO","member"
"R","UNESCO","member"
"R","UNHCR","member"
"R","UNIDO","member"
"R","UNIKOM","member"
"R","UNITAR","member"
"R","UNMIH","member"
"R","UNOMIG","member"
"R","UNPREDEP","member"
"R","UNPROFOR","member"
"R","UNTSO","member"
"R","UPU","member"
"R","WHO","member"
"R","WIPO","member"
"R","WMO","member"
"R","WToO","member"
"R","WTrO","applicant"
"R","ZC","member"
"RA","AfDB","nonregional member"
"RA","AG","observer"
"RA","BCIE","nonregional member"
"RA","CCC","member"
"RA","ECLAC","member"
"RA","FAO","member"
"RA","G-11","member"
"RA","G-15","member"
"RA","G-19","member"
"RA","G-24","member"
"RA","G-6","member"
"RA","G-77","member"
"RA","IADB","member"
"RA","IAEA","member"
"RA","IBRD","member"
"RA","ICAO","member"
"RA","ICC","member"
"RA","ICFTU","member"
"RA","ICRM","National Society"
"RA","IDA","Part II"
"RA","IFAD","Category III"
"RA","IFC","member"
"RA","IFRCS","member"
"RA","ILO","member"
"RA","IMF","member"
"RA","IMO","member"
"RA","Inmarsat","member"
"RA","Intelsat","member"
"RA","Interpol","member"
"RA","IOC","National Olympic Committee"
"RA","IOM","member"
"RA","ISO","member"
"RA","ITU","member"
"RA","LAES","member"
"RA","LAIA","member"
"RA","Mercosur","member"
"RA","MINURSO","member"
"RA","MTCR","member"
"RA","NSG","member"
"RA","OAS","member"
"RA","OPANAL","member"
"RA","PCA","member"
"RA","RG","member"
"RA","UN","member"
"RA","UNAMIR","member"
"RA","UNAVEM III","member"
"RA","UNCRO","member"
"RA","UNESCO","member"
"RA","UNFICYP","member"
"RA","UNHCR","member"
"RA","UNIDO","member"
"RA","UNIKOM","member"
"RA","UNITAR","member"
"RA","UNMIH","member"
"RA","UNTSO","member"
"RA","UNU","member"
"RA","UPU","member"
"RA","WCL","member"
"RA","WFTU","member"
"RA","WHO","member"
"RA","WIPO","member"
"RA","WMO","member"
"RA","WToO","member"
"RA","WTrO","member"
"RB","ACP","member"
"RB","AfDB","regional member"
"RB","C","member"
"RB","CCC","member"
"RB","ECA","member"
"RB","FAO","member"
"RB","G-77","member"
"RB","IBRD","member"
"RB","ICAO","member"
"RB","ICFTU","member"
"RB","ICRM","National Society"
"RB","IDA","Part II"
"RB","IFAD","Category III"
"RB","IFC","member"
"RB","IFRCS","member"
"RB","ILO","member"
"RB","IMF","member"
"RB","Intelsat","member"
"RB","Interpol","member"
"RB","IOC","National Olympic Committee"
"RB","ITU","member"
"RB","NAM","member"
"RB","OAU","member"
"RB","SACU","member"
"RB","SADC","member"
"RB","UN","member"
"RB","UNESCO","member"
"RB","UNIDO","member"
"RB","UPU","member"
"RB","WCL","member"
"RB","WFTU","member"
"RB","WHO","member"
"RB","WMO","member"
"RB","WTrO","member"
"RC","APEC","member"
"RC","AsDB","regional member"
"RC","BCIE","nonregional member"
"RC","ICC","member"
"RC","IOC","National Olympic Committee"
"RC","WCL","member"
"RC","WTrO","applicant"
"RCA","ACCT","member"
"RCA","ACP","member"
"RCA","AfDB","regional member"
"RCA","BDEAC","member"
"RCA","CCC","member"
"RCA","CEEAC","member"
"RCA","ECA","member"
"RCA","FAO","member"
"RCA","FZ","member"
"RCA","G-77","member"
"RCA","IBRD","member"
"RCA","ICAO","member"
"RCA","ICRM","National Society"
"RCA","IDA","Part II"
"RCA","IFAD","Category III"
"RCA","IFC","member"
"RCA","IFRCS","member"
"RCA","ILO","member"
"RCA","IMF","member"
"RCA","Intelsat","member"
"RCA","Interpol","member"
"RCA","IOC","National Olympic Committee"
"RCA","ITU","member"
"RCA","NAM","member"
"RCA","OAU","member"
"RCA","UDEAC","member"
"RCA","UN","member"
"RCA","UNESCO","member"
"RCA","UNIDO","member"
"RCA","UPU","member"
"RCA","WCL","member"
"RCA","WHO","member"
"RCA","WIPO","member"
"RCA","WMO","member"
"RCA","WTrO","member"
"RCB","ACCT","member"
"RCB","ACP","member"
"RCB","AfDB","regional member"
"RCB","BDEAC","member"
"RCB","CCC","member"
"RCB","CEEAC","member"
"RCB","ECA","member"
"RCB","FAO","member"
"RCB","FZ","member"
"RCB","G-77","member"
"RCB","IBRD","member"
"RCB","ICAO","member"
"RCB","ICRM","National Society"
"RCB","IDA","Part II"
"RCB","IFAD","Category III"
"RCB","IFC","member"
"RCB","IFRCS","member"
"RCB","ILO","member"
"RCB","IMF","member"
"RCB","IMO","member"
"RCB","Intelsat","member"
"RCB","Interpol","member"
"RCB","IOC","National Olympic Committee"
"RCB","ITU","member"
"RCB","NAM","member"
"RCB","OAU","member"
"RCB","UDEAC","member"
"RCB","UN","member"
"RCB","UNAMIR","member"
"RCB","UNAVEM III","member"
"RCB","UNESCO","member"
"RCB","UNIDO","member"
"RCB","UPU","member"
"RCB","WFTU","member"
"RCB","WHO","member"
"RCB","WIPO","member"
"RCB","WMO","member"
"RCB","WToO","member"
"RCH","APEC","member"
"RCH","CCC","member"
"RCH","ECLAC","member"
"RCH","FAO","member"
"RCH","G-11","member"
"RCH","G-77","member"
"RCH","IADB","member"
"RCH","IAEA","member"
"RCH","IBRD","member"
"RCH","ICAO","member"
"RCH","ICFTU","member"
"RCH","ICRM","National Society"
"RCH","IDA","Part II"
"RCH","IFAD","Category III"
"RCH","IFC","member"
"RCH","IFRCS","member"
"RCH","ILO","member"
"RCH","IMF","member"
"RCH","IMO","member"
"RCH","Inmarsat","member"
"RCH","Intelsat","member"
"RCH","Interpol","member"
"RCH","IOC","National Olympic Committee"
"RCH","IOM","member"
"RCH","ISO","member"
"RCH","ITU","member"
"RCH","LAES","member"
"RCH","LAIA","member"
"RCH","Mercosur","associate member"
"RCH","NAM","member"
"RCH","OAS","member"
"RCH","OPANAL","member"
"RCH","PCA","member"
"RCH","RG","member"
"RCH","UN","member"
"RCH","UNESCO","member"
"RCH","UNIDO","member"
"RCH","UNMOGIP","member"
"RCH","UNTSO","member"
"RCH","UNU","member"
"RCH","UPU","member"
"RCH","WCL","member"
"RCH","WFTU","member"
"RCH","WHO","member"
"RCH","WIPO","member"
"RCH","WMO","member"
"RCH","WToO","member"
"RCH","WTrO","member"
"REUN","IOC","National Olympic Committee"
"REUN","WFTU","member"
"RG","ACCT","member"
"RG","ACP","member"
"RG","AfDB","regional member"
"RG","CCC","member"
"RG","ECA","member"
"RG","ECOWAS","member"
"RG","FAO","member"
"RG","G-77","member"
"RG","IBRD","member"
"RG","ICAO","member"
"RG","ICRM","National Society"
"RG","IDA","Part II"
"RG","IDB","member"
"RG","IFAD","Category III"
"RG","IFC","member"
"RG","IFRCS","member"
"RG","ILO","member"
"RG","IMF","member"
"RG","IMO","member"
"RG","Intelsat","member"
"RG","Interpol","member"
"RG","IOC","National Olympic Committee"
"RG","ITU","member"
"RG","MINURSO","member"
"RG","NAM","member"
"RG","OAU","member"
"RG","OIC","member"
"RG","UN","member"
"RG","UNAMIR","member"
"RG","UNESCO","member"
"RG","UNIDO","member"
"RG","UPU","member"
"RG","WCL","member"
"RG","WFTU","member"
"RG","WHO","member"
"RG","WIPO","member"
"RG","WMO","member"
"RG","WToO","member"
"RG","WTrO","member"
"RH","ACCT","member"
"RH","ACP","member"
"RH","Caricom","observer"
"RH","CCC","member"
"RH","ECLAC","member"
"RH","FAO","member"
"RH","G-77","member"
"RH","IADB","member"
"RH","IAEA","member"
"RH","IBRD","member"
"RH","ICAO","member"
"RH","ICRM","National Society"
"RH","IDA","Part II"
"RH","IFAD","Category III"
"RH","IFC","member"
"RH","IFRCS","member"
"RH","ILO","member"
"RH","IMF","member"
"RH","IMO","member"
"RH","Intelsat","member"
"RH","Interpol","member"
"RH","IOC","National Olympic Committee"
"RH","IOM","member"
"RH","ITU","member"
"RH","LAES","member"
"RH","OAS","member"
"RH","OPANAL","member"
"RH","PCA","member"
"RH","UN","member"
"RH","UNESCO","member"
"RH","UNIDO","member"
"RH","UPU","member"
"RH","WCL","member"
"RH","WFTU","member"
"RH","WHO","member"
"RH","WIPO","member"
"RH","WMO","member"
"RH","WToO","member"
"RI","AsDB","regional member"
"RI","ASEAN","member"
"RI","CCC","member"
"RI","CP","member"
"RI","ESCAP","member"
"RI","FAO","member"
"RI","G-15","member"
"RI","G-19","member"
"RI","G-77","member"
"RI","IAEA","member"
"RI","IBRD","member"
"RI","ICAO","member"
"RI","ICC","member"
"RI","ICFTU","member"
"RI","ICRM","National Society"
"RI","IDA","Part II"
"RI","IDB","member"
"RI","IFAD","Category II"
"RI","IFC","member"
"RI","IFRCS","member"
"RI","ILO","member"
"RI","IMF","member"
"RI","IMO","member"
"RI","Inmarsat","member"
"RI","Intelsat","member"
"RI","Interpol","member"
"RI","IOC","National Olympic Committee"
"RI","IOM","observer"
"RI","ISO","member"
"RI","ITU","member"
"RI","Mekong Group","member"
"RI","NAM","member"
"RI","OIC","member"
"RI","OPEC","member"
"RI","UN","member"
"RI","UNCRO","member"
"RI","UNESCO","member"
"RI","UNIDO","member"
"RI","UNIKOM","member"
"RI","UNOMIG","member"
"RI","UNPREDEP","member"
"RI","UNPROFOR","member"
"RI","UPU","member"
"RI","WCL","member"
"RI","WFTU","member"
"RI","WHO","member"
"RI","WIPO","member"
"RI","WMO","member"
"RI","WToO","member"
"RI","WTrO","member"
"RIM","ABEDA","member"
"RIM","ACCT","associate member"
"RIM","ACP","member"
"RIM","AfDB","regional member"
"RIM","AFESD","member"
"RIM","AL","member"
"RIM","AMF","member"
"RIM","AMU","member"
"RIM","CAEU","member"
"RIM","CCC","member"
"RIM","ECA","member"
"RIM","ECOWAS","member"
"RIM","FAO","member"
"RIM","G-77","member"
"RIM","IBRD","member"
"RIM","ICAO","member"
"RIM","ICRM","National Society"
"RIM","IDA","Part II"
"RIM","IDB","member"
"RIM","IFAD","Category III"
"RIM","IFC","member"
"RIM","IFRCS","member"
"RIM","ILO","member"
"RIM","IMF","member"
"RIM","IMO","member"
"RIM","Intelsat","member"
"RIM","Interpol","member"
